id,d1,end_state1,hispanic,race,raceot,racethn,nativity,racethn2,end_racethn2,q1,q2,q3,q4,aca,q5,q6a,q6b,end_q6,q7,q8,end_q8,q9,q10,vacc1,q11,vaches,q12,vacc2,q13,q14a,q14b,q14c,q15,q16a,q16b,q17,q18a,q18b,q18c,q19a,q19b,q20,q21a,q21b,spvacinfo,q22,q23,q24,q27,q28a,q28b,q28c,q28d,q28e,q28f,q28g,q29,q30a,q30b,q30c,q30d,q30e,q30f,q30g,q30h,q30i,q30r1_01,q30r1_02,q30r1_03,q30r1_04,q30r1_05,q30r1_06,q30r1_07,q30r1_08,q30r1_09,q30r2_01,q30r2_02,q30r2_03,q30r2_04,q30r2_05,q30r2_06,q30r2_07,q30r2_08,q30r2_09,q31,end_q31,q33,q33a,q34,q34a,end_q34a,q35a,q35b,q35d,q35e,q35g,inclosstotal,end_inclosstotal,age,age2,recage,recage2,recage3,recage4,recage5,child,marital,employ,recemploy,essential,heal1a,delayedcare,coverage,agecov,covtype,covtypeot,agecovtype,rsex,gendervar,flu,test1,chroniccovid,party,partylean,party3,party5,ideology,educ,receduc,receduc2,receduc3,income,recincome,cell,hhcell,landline,curlangx,hhadults,int,length,cstate,cregion,density,intvwdate,userid,sample,userdata,bssrs_match_code,sstate,sregion,sdivision,stz,exchangstat,stateexpmedi,gvnrexpmedi,wt1,weight,standwt,weight_ssrs,vacccombo,recage6,vaches_rec,essentialnonhc,healthworker,knowvacc,clsknowvacc,lang,Division,changesex,iphoneuse,hphoneuse,cdc2013,cdc2013USR,SAMPLE_TYPE,dialtype,qctr,xctr,state1,state,USR,USR_NEW
00050973,Female,1002,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",21,Some,Approve,About the right amount,Not enough,Very favorable,Build on what the law does,Favor,Favor,195,Very often,No,36,Generally correct,Somewhat worried,No, ,Get the vaccine as soon as you can,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, another family member or close friend",No difference,Have enough information,Have enough information,Do not have enough information, ,Yes,No, ,Somewhat difficult, , ,Yes,No,Gotten at least one dose of the vaccine,Somewhat easy, , ,No,No,Yes,Somewhat worried,Not at all concerned,Somewhat concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Would make no difference,Very likely,Very likely,Somewhat likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,A local pharmacy,Your workplace,NOT A grocery store,A local church or religious center,A local school,A community health clinic,A hospital,Your own doctor's office,A large vaccination site run by the government,NOT A local pharmacy,NOT Your workplace,A grocery store,NOT A local church or religious center,NOT A local school,NOT A community health clinic,NOT A hospital,NOT Your own doctor's office,NOT A large vaccination site run by the government,A grocery store,673, , , , ,0,No,No,No,No,No,No,77,20, ,18-64,18-29,18-24,18-39,18-29,No,Never been married,A student,A STUDENT, ,No,No,Covered by health insurance,INSURED LESS THAN 65,Plan you purchased yourself, ,Self-purchased plan,Female,FEMALE,Yes,"Yes, someone else tested positive",No one in household has serious health condition,Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Liberal,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,"$100,000 or more",$90K+, , ,"No, no home telephone",English,1,Yes,1437,Virginia,South,Highest,210217, ,Cell phone,Main RDD Else,31066820,California,West,Pacific, ,Partnership,Yes,Yes - Democratic/Independent,1.5948,46.87,2.0454,3.8331,Do knot know someone who has gotten vaccine,18-39,Got vaccine/ASAP,No,No,Know someone vaccinated,Know close family or friend vaccinated,English,South Atlantic,sex = rsex,CPO,CPO HH,Large central metro,Urban (CDC=1),CELL RDD,Manual,86,0,VIRGINIA,1,Urban,Urban
00051009,Female,930,Yes,White, ,HISPANIC,U.S.,HISPANIC - BORN IN US,24,Not at all,Approve,About the right amount,Not enough,Somewhat favorable,Keep the law as it is,Favor,Oppose,232,Not too often,No,39,Generally correct,Very worried,No, ,Wait until it has been available for a while to see how it is working for other people,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, another family member or close friend",Less likely,Do not have enough information,Have enough information,Do not have enough information, ,No,No, , , , ,No,No, , , , ,No,No,Yes,Very worried,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Would make no difference,Not too likely,Not at all likely,Not at all likely,Not at all likely,Somewhat likely,Very likely,Very likely,Very likely,Very likely,NOT A local pharmacy,NOT Your workplace,NOT A grocery store,NOT A local church or religious center,NOT A local school,A community health clinic,A hospital,Your own doctor's office,A large vaccination site run by the government,NOT A local pharmacy,NOT Your workplace,NOT A grocery store,NOT A local church or religious center,A local school,NOT A community health clinic,NOT A hospital,NOT Your own doctor's office,NOT A large vaccination site run by the government,A local school,503, , ,Somewhat confident,Somewhat confident,36,Yes,Yes,No,No,No,No,96,49, ,18-64,30-49,45-54,40-59,45-64,No,Divorced,On disability and can't work,ON DISABILITY AND CAN'T WORK, ,No,No,Covered by health insurance,INSURED LESS THAN 65,MEDICAID, ,Medicaid/State-specific Medicaid name,Female,FEMALE,Yes,No,No one in household has serious health condition,Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Moderate,High school incomplete (Grades 9-11 or Grade 12 with no diploma),LESS THAN HIGH SCHOOL,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"Less than $20,000",LESS THAN $40K, , ,"No, no home telephone",English,2,Yes,1280,New York,Northeast,Highest,210215, ,Cell phone,Main RDD Hi Hisp,30008323,New York,Northeast,Mid Atlantic, ,State,Yes,Yes - Democratic/Independent,.8484,8.0848,.3528,.6612,Do knot know someone who has gotten vaccine,40-64,Wait and see,No,No,Know someone vaccinated,Know close family or friend vaccinated,English,Mid Atlantic,sex = rsex,CPO,CPO HH,Large central metro,Urban (CDC=1),CELL RDD,Manual,92,1,NEW YORK,1,Urban,Urban
00051171,Male,700,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",15,A lot,Approve,About the right amount,About the right amount,Very favorable,Build on what the law does,Favor,Favor,125,Not too often,No,32,Generally correct,Somewhat worried,No, ,Get the vaccine as soon as you can,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, another family member or close friend",No difference,Have enough information,Do not have enough information,Do not have enough information, ,No,No, , , , ,No,No, , , , ,Yes,Yes,No,Somewhat worried,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Somewhat concerned,Not at all concerned,Would make no difference,Very likely,Very likely,Somewhat likely,Not too likely,Somewhat likely,Somewhat likely,Very likely,Very likely,Somewhat likely,A local pharmacy,Your workplace,NOT A grocery store,NOT A local church or religious center,NOT A local school,NOT A community health clinic,A hospital,Your own doctor's office,NOT A large vaccination site run by the government,NOT A local pharmacy,NOT Your workplace,A grocery store,NOT A local church or religious center,A local school,A community health clinic,NOT A hospital,NOT Your own doctor's office,A large vaccination site run by the government,A local pharmacy,458, , , , ,0,No,No,No,No,No,No,70,60, ,18-64,50-64,55-64,60-69,45-64,No,Married,Employed full-time,EMPLOYED,Yes,No,No,Covered by health insurance,INSURED LESS THAN 65,Plan through your spouse's employer, ,Spouse's employer,Male,MALE,Yes,"Yes, someone else tested positive",No one in household has serious health condition,Independent,Independent/don't lean to either party (VOL.),PURE INDEPENDENTS,INDEPENDENT/DON'T LEAN,Liberal,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$100,000 or more",$90K+, , ,"Yes, has a home telephone",English,2,Yes,1048,Arizona,West,3,210216, ,Cell phone,Main RDD Else,31059799,Arizona,West,Mountain, ,Federal,Yes,Yes - Republican Governor,1.1758,14.679,.6406,1.2005,Do knot know someone who has gotten vaccine,40-64,Got vaccine/ASAP,Yes,No,Know someone vaccinated,Know close family or friend vaccinated,English,Mountain,sex = rsex,Dual,Dual HH,Large central metro,Urban (CDC=1),CELL RDD,Manual,85,0,ARIZONA,1,Urban,Urban
00051247,Female,690,Yes,White, ,HISPANIC,U.S.,HISPANIC - BORN IN US,40,Not too much,Approve,Not enough,Not enough,Somewhat favorable,Keep the law as it is,Favor,Oppose,168,Not too often,No,44,Generally exaggerated,Very worried,"Yes, both doses",Completed process on their own, ,Getting vaccinated is part of everyone's responsibility to protect the health of others, , ,Have enough information, , ,"Probably follow most social distancing guidelines, but not as strictly", , , ,Very easy,Very easy,Very easy,Yes,Yes,Gotten at least one dose of the vaccine,Somewhat easy,Somewhat difficult, , ,Yes,Yes,Not at all worried, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,329, , ,Somewhat confident,Not too confident,40,No,No,No,No,No,Yes,69,32, ,18-64,30-49,25-34,18-39,30-44,Yes,Married,Employed full-time,EMPLOYED,Yes,"Yes, respondent","Yes, me",Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer,Female,FEMALE,Yes,"Yes, someone else tested positive",No one in household has serious health condition,Independent,Independent/don't lean to either party (VOL.),PURE INDEPENDENTS,INDEPENDENT/DON'T LEAN,Moderate,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,"$100,000 or more",$90K+, , ,"No, no home telephone",English,2,Yes,1172,New York,Northeast,Highest,210216, ,Cell phone,RDD HI AA OS,32009401,New York,Northeast,Mid Atlantic, ,State,Yes,Yes - Democratic/Independent,.2817,1.826,.0797,.1493, ,18-39,Got vaccine/ASAP,No,Yes,Personally vaccinated,Personally vaccinated,English,Mid Atlantic,sex = rsex,CPO,CPO HH,Large fringe metro,"Suburban (CDC=2,3)",CELL RDD OS,Manual,71,1,NEW YORK,1,Suburban,Suburban
00051314,Male,1130,No,Other or mixed race,asian and white,"OTHER, NON-HISPANIC", ,"OTHER, NON-HISPANIC",33,Some,Don't know,Refused,Not enough,Somewhat favorable,Build on what the law does,Favor,Oppose,221,Somewhat often,No,40,Generally correct,Not too worried,No, ,Get the vaccine as soon as you can,Getting vaccinated is part of everyone's responsibility to protect the health of others,No, ,Do not have enough information,Do not have enough information,Do not have enough information, ,No,No, , , , ,No,No, , , , ,No,No,Yes,Not at all worried,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Very concerned,Not at all concerned,Not at all concerned,Would make no difference,Very likely,Very likely,Very likely,Not too likely,Very likely,Very likely,Not too likely,Very likely,Very likely,A local pharmacy,Your workplace,A grocery store,A local church or religious center,A local school,A community health clinic,NOT A hospital,Your own doctor's office,A large vaccination site run by the government, , , , , , , , , ,Your workplace,728, , , , ,0,No,Yes,No,No,No,Yes,108,21, ,18-64,18-29,18-24,18-39,18-29,No,Never been married,Employed full-time,EMPLOYED,Yes,No,No,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer,Male,MALE,Yes,No,No one in household has serious health condition,Independent,Don't Know,PURE INDEPENDENTS,UNDESIGNATED,Moderate,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,"Less than $20,000",LESS THAN $40K, , ,"No, no home telephone",English,4,Yes,1666,Texas,South,4,210217, ,Cell phone,Main RDD Hi AA,29015718,Georgia,South,South Atlantic, ,Federal,No/Maybe,No/Maybe,.3786,3.5788,.1562,.2927, ,18-39,Got vaccine/ASAP,Yes,No,Do not know anyone vaccinated,No one close vaccinated,English,West South Central,sex = rsex,CPO,CPO HH,Large central metro,Urban (CDC=1),CELL RDD,Manual,87,3,TEXAS,1,Urban,Urban
00051317,Male,798,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",17,A lot,Approve,About the right amount,About the right amount,Somewhat unfavorable,Keep the law as it is,Don't know,Favor,154,Not too often,No,38,Generally correct,Very worried,No, ,Wait until it has been available for a while to see how it is working for other people,Getting vaccinated is part of everyone's responsibility to protect the health of others,No, ,Do not have enough information,Have enough information,Do not have enough information, ,Yes,No, ,Somewhat easy, , ,No,No, , , , ,No,No,No,Very worried,Somewhat concerned,Very concerned,Somewhat concerned,Very concerned,Not too concerned,Somewhat concerned,Somewhat concerned,Would make no difference,Not too likely,Not too likely,Not at all likely,Not too likely,Not too likely,Not too likely,Not too likely,Not at all likely,Not too likely, , , , , , , , , , , , , , , , , , , ,515, , , , ,0,No,No,No,No,No,No,74,18, ,18-64,18-29,18-24,18-39,18-29,No,Never been married,A student,A STUDENT, ,No,No,Covered by health insurance,INSURED LESS THAN 65,Medicare, ,Medicare,Male,MALE,Yes,No,"Yes, someone else in household",Or what?,Independent/don't lean to either party (VOL.),PURE INDEPENDENTS,INDEPENDENT/DON'T LEAN,Moderate,High school incomplete (Grades 9-11 or Grade 12 with no diploma),LESS THAN HIGH SCHOOL,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,Don't Know,DK/RF, , ,"No, no home telephone",English,2,Yes,1189,Maryland,South,4,210217, ,Cell phone,Main RDD Else,31064552,California,West,Pacific, ,State,Yes,Yes - Republican Governor,1.5948,37.95,1.6561,3.1036, ,18-39,Wait and see,No,No,Do not know anyone vaccinated,No one close vaccinated,English,South Atlantic,sex = rsex,CPO,CPO HH,Large fringe metro,"Suburban (CDC=2,3)",CELL RDD,Manual,82,2,MARYLAND,1,Urban,Urban
00051326,Female,1487,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",17,A lot,Approve,About the right amount,Not enough,Don't know,Build on what the law does,Favor,Oppose,441,Somewhat often,No,54,Generally correct,Very worried,No, ,Get the vaccine as soon as you can,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, someone else",No difference,Do not have enough information,Do not have enough information,Do not have enough information, ,Yes,Yes,No,Very difficult,Very difficult, ,No,No, , , , ,No,No,Yes,Not too worried,Not at all concerned,Not too concerned,Not at all concerned,Very concerned,Very concerned,Somewhat concerned,Not at all concerned,Would make no difference,Very likely,Very likely,Not at all likely,Not at all likely,Very likely,Somewhat likely,Somewhat likely,Very likely,Somewhat likely,A local pharmacy,Your workplace,NOT A grocery store,NOT A local church or religious center,A local school,NOT A community health clinic,NOT A hospital,Your own doctor's office,NOT A large vaccination site run by the government,NOT A local pharmacy,NOT Your workplace,NOT A grocery store,NOT A local church or religious center,NOT A local school,A community health clinic,A hospital,NOT Your own doctor's office,A large vaccination site run by the government,A local school,876, , , , ,0,No,No,No,No,No,No,99,64, ,18-64,50-64,55-64,60-69,45-64,No,Divorced,Employed full-time,EMPLOYED,No,No,"Yes, me",Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer,Female,FEMALE,Yes,"Yes, someone else tested positive","Yes, respondent",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Don't Know,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,Don't Know,DK/RF, , ,"Yes, has a home telephone",English,1,Yes,1904,New Jersey,Northeast,Highest,210218, ,Cell phone,Main RDD Else,31051101,New Jersey,Northeast,Mid Atlantic, ,State,Yes,Yes - Democratic/Independent,.9311,20.683,.9026,1.6915, ,40-64,Got vaccine/ASAP,No,No,Know someone vaccinated,No one close vaccinated,English,Mid Atlantic,sex = rsex,Dual,Dual HH,Large fringe metro,"Suburban (CDC=2,3)",CELL RDD,Manual,87,4,NEW JERSEY,1,Suburban,Suburban
00051382,Male,1944,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",30,Some,Approve,About the right amount,Not enough,Somewhat favorable,None of these/Something else (Vol.),Oppose,Favor,488,Somewhat often,No,84,Generally underestimated,Somewhat worried,No, ,Get the vaccine as soon as you can,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, another family member or close friend",More likely,Do not have enough information,Do not have enough information,Do not have enough information, ,Yes,Yes,No,Very easy,Very easy, ,Yes,Yes,Gotten at least one dose of the vaccine,Very easy,Somewhat easy, ,Yes,Yes,Yes,Somewhat worried,Not at all concerned,Not at all concerned,Not at all concerned,Not too concerned,Somewhat concerned,Somewhat concerned,Not at all concerned,Would be less likely to get if required one dose,Very likely,Not too likely,Very likely,Very likely,Somewhat likely,Very likely,Very likely,Very likely,Very likely,A local pharmacy,NOT Your workplace,A grocery store,A local church or religious center,NOT A local school,A community health clinic,A hospital,Your own doctor's office,A large vaccination site run by the government,NOT A local pharmacy,NOT Your workplace,NOT A grocery store,NOT A local church or religious center,A local school,NOT A community health clinic,NOT A hospital,NOT Your own doctor's office,NOT A large vaccination site run by the government,A local school,1242, , , , ,0,No,No,No,No,No,Yes,100,72, ,65+,65+,65+,70-74,65+,No,Married,Unemployed and not seeking employment,UNEMPLOYED, ,No,No,Covered by health insurance, ,Medicare, , ,Male,MALE,Yes,"Yes, someone else tested positive","Yes, someone else in household",Independent,Republican,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,INDEPENDENT LEAN REP,Moderate,Two year associate degree from a college or university,SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,Refused,DK/RF, , ,"Yes, has a home telephone",English,2,Yes,2535,Texas,South,Highest,210220, ,Cell phone,Main RDD Else,31013905,Texas,South,West South Central, ,Federal,No/Maybe,No/Maybe,1.1758,14.123,.6163,1.155,Do knot know someone who has gotten vaccine,65+,Got vaccine/ASAP,No,No,Know someone vaccinated,Know close family or friend vaccinated,English,West South Central,sex = rsex,Dual,Dual HH,Large central metro,Urban (CDC=1),CELL RDD,Manual,95,3,TEXAS,1,Urban,Suburban
00051496,Female,567,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",16,Not at all,Disapprove,Not enough,Not enough,Very unfavorable,Repeal the entire law,Favor,Favor,149,Somewhat often,No,29,Generally exaggerated,Not too worried,No, ,Definitely not get the vaccine,Getting vaccinated is a personal choice,"Yes, another family member or close friend",No difference,Do not have enough information,Do not have enough information,Do not have enough information, ,No,No, , , , ,No,No, , , , ,No,No,Yes,Not at all worried,Somewhat concerned,Somewhat concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Somewhat concerned,Would make no difference, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,309, , , , ,0,No,No,No,No,No,Yes,64,61, ,18-64,50-64,55-64,60-69,45-64,No,Married,"Or, a homemaker or stay at home parent?",A HOMEMAKER OR STAY AT HOME PARENT, ,No,No,Covered by health insurance,INSURED LESS THAN 65,Plan you purchased yourself, ,Self-purchased plan,Female,FEMALE,Yes,"Yes, someone else tested positive","Yes, respondent",Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Conservative,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"$30,000 to less than $40,000",LESS THAN $40K, , ,"No, no home telephone",English,2,Yes,906,Texas,South,Highest,210221, ,Cell phone,Main RDD Else,31020377,Texas,South,West South Central, ,Federal,No/Maybe,No/Maybe,1.5948,42.165,1.8401,3.4483,Do knot know someone who has gotten vaccine,40-64,Definitely not,No,No,Know someone vaccinated,Know close family or friend vaccinated,English,West South Central,sex = rsex,CPO,CPO HH,Large central metro,Urban (CDC=1),CELL RDD,Manual,73,0,TEXAS,1,Urban,Suburban
00051565,Female,1254,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",22,Some,Approve,About the right amount,Not enough,Very favorable,Build on what the law does,Oppose,Oppose,232,Very often,No,39,Generally underestimated,Very worried,No, ,Get the vaccine as soon as you can,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, someone else",More likely,Do not have enough information,Have enough information,Have enough information, ,Yes,Yes,Don't know,Very easy,Very easy, ,Yes,No,Don't know,Very easy, , ,No,No,Yes,Very worried,Not at all concerned,Not too concerned,Not too concerned,Somewhat concerned,Not at all concerned,Somewhat concerned,Not too concerned,Would make no difference,Very likely,Very likely,Very likely,Not too likely,Not too likely,Not too likely,Not too likely,Very likely,Not too likely,A local pharmacy,Your workplace,A grocery store,NOT A local church or religious center,NOT A local school,NOT A community health clinic,NOT A hospital,Your own doctor's office,NOT A large vaccination site run by the government, , , , , , , , , ,Your workplace,875, , , , ,0,No,No,No,Not asked,No,No,86,57, ,18-64,50-64,55-64,40-59,45-64,No,Widowed,Employed full-time,EMPLOYED,Yes,No,No,Not covered by health insurance,UNINSURED LESS THAN 65, , ,Uninsured <65,Female,FEMALE,No,"Yes, someone else tested positive",No one in household has serious health condition,Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Moderate,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"$40,000 to less than $50,000",$40K-$89K, , ,"No, no home telephone",English,1,Yes,1782,Alabama,South,2,210215, ,Cell phone,Main RDD Hi AA,29003804,Alabama,South,East South Central, ,Federal,No/Maybe,No/Maybe,.2463,7.3854,.3223,.604, ,40-64,Got vaccine/ASAP,Yes,No,Know someone vaccinated,No one close vaccinated,English,East South Central,sex = rsex,CPO,CPO HH,Medium metro,"Suburban (CDC=2,3)",CELL RDD,Manual,88,2,ALABAMA,1,Urban,Urban
00051592,Female,892,Yes,Other or mixed race,white black asian hispanic,HISPANIC,U.S.,HISPANIC - BORN IN US,59,A lot,Disapprove,Refused,Refused,Very unfavorable,Repeal the entire law,Oppose,Oppose,146,Never,No,44,Generally exaggerated,Not too worried,No, ,Get the vaccine as soon as you can,Getting vaccinated is a personal choice,"Yes, someone in household",No difference,Have enough information,Have enough information,Have enough information, ,No,No, , , , ,Yes,Yes,Gotten at least one dose of the vaccine,Very easy,Very easy, ,Yes,No,Yes,Not too worried,Not at all concerned,Not too concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Would make no difference,Very likely,Very likely,Very likely,Very likely,Not too likely,Very likely,Very likely,Very likely,Not at all likely,A local pharmacy,Your workplace,A grocery store,A local church or religious center,NOT A local school,A community health clinic,A hospital,Your own doctor's office,NOT A large vaccination site run by the government, , , , , , , , , ,A local pharmacy,528, , ,Very confident,Very confident,39,No,No,No,No,No,No,76,57, ,18-64,50-64,55-64,40-59,45-64,No,Married,Unemployed and not seeking employment,UNEMPLOYED, ,"Yes, someone else in household","Yes, me",Covered by health insurance,INSURED LESS THAN 65,Plan through your spouse's employer, ,Spouse's employer,Female,FEMALE,No,"Yes, someone else in household tested positive","Yes, someone else in household",Or what?,Democratic,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,INDEPENDENT/LEAN DEM,Liberal,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$40,000 to less than $50,000",$40K-$89K, , ,"No, no home telephone",English,3,Yes,1183,Louisiana,South,2,210221, ,Cell phone,Main RDD Hi AA,29001913,Louisiana,South,West South Central, ,Federal,Yes,Yes - Democratic/Independent,.2463,1.4083,.0615,.1152,Only know someone who has gotten vaccine,40-64,Got vaccine/ASAP,No,No,Know someone vaccinated,Know close family or friend vaccinated,English,West South Central,sex = rsex,CPO,CPO HH,Large fringe metro,"Suburban (CDC=2,3)",CELL RDD,Manual,94,2,LOUISIANA,1,Suburban,Suburban
00051775,Female,1068,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",18,Some,Approve,Not enough,Not enough,Somewhat favorable,Build on what the law does,Favor,Favor,296,Somewhat often,No,63,Generally underestimated,Somewhat worried,No, ,Get the vaccine as soon as you can,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, another family member or close friend",No difference,Have enough information,Do not have enough information,Do not have enough information, ,No,No, , , , ,No,No, , , , ,No,No,Yes,Not too worried,Not at all concerned,Not too concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not too concerned,Would make no difference,Very likely,Not at all likely,Not too likely,Not too likely,Somewhat likely,Somewhat likely,Very likely,Very likely,Somewhat likely,A local pharmacy,NOT Your workplace,NOT A grocery store,NOT A local church or religious center,NOT A local school,NOT A community health clinic,A hospital,Your own doctor's office,NOT A large vaccination site run by the government,NOT A local pharmacy,NOT Your workplace,NOT A grocery store,NOT A local church or religious center,A local school,A community health clinic,NOT A hospital,NOT Your own doctor's office,A large vaccination site run by the government,A local pharmacy,621, , , , ,0,No,No,No,No,No,No,70,47, ,18-64,30-49,45-54,40-59,45-64,No,Never been married,Employed full-time,EMPLOYED,No,No,"Yes, me",Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer,Female,FEMALE,Yes,"Yes, someone else tested positive","Yes, respondent",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Liberal,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,"$50,000 to less than $75,000",$40K-$89K, , ,"No, no home telephone",English,1,Yes,1547,Pennsylvania,Northeast,3,210218, ,Cell phone,Main RDD Else,31037614,Delaware,South,South Atlantic, ,State,Yes,Yes - Democratic/Independent,1.5948,56.27,2.4556,4.6018,Do knot know someone who has gotten vaccine,40-64,Got vaccine/ASAP,No,No,Know someone vaccinated,Know close family or friend vaccinated,English,Mid Atlantic,sex = rsex,CPO,CPO HH,Large fringe metro,"Suburban (CDC=2,3)",CELL RDD,Manual,88,0,PENNSYLVANIA,1,Suburban,Suburban
00051778,Female,890,Yes,Other or mixed race,mexican,HISPANIC,U.S.,HISPANIC - BORN IN US,31,Some,Approve,About the right amount,Not enough,Very favorable,Build on what the law does,Oppose,Favor,146,Somewhat often,Yes,36,Generally correct,Very worried,No, ,Get the vaccine as soon as you can,Getting vaccinated is a personal choice,"Yes, someone in household",No difference,Do not have enough information,Have enough information,Have enough information, ,Yes,Yes,No,Very easy,Very easy, ,No,No, , , , ,No,Yes,Yes,Somewhat worried,Not at all concerned,Somewhat concerned,Not at all concerned,Not too concerned,Not at all concerned,Not at all concerned,Not at all concerned,Would make no difference,Very likely,Not applicable,Not too likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,A local pharmacy,NOT Your workplace,NOT A grocery store,A local church or religious center,A local school,A community health clinic,A hospital,Your own doctor's office,A large vaccination site run by the government, , , , , , , , , ,Your own doctor's office,579, , ,Very confident,Somewhat confident,37,No,No,No,No,No,No,61,68, ,65+,65+,65+,60-69,65+,No,Widowed,Retired,RETIRED, ,No,No,Covered by health insurance, ,Medicare, , ,Female,FEMALE,Yes,"Yes, respondent tested positive","Yes, respondent",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Moderate,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,"$20,000 to less than $30,000",LESS THAN $40K, , ,"No, no home telephone",English,1,Yes,1165,California,West,4,210217, ,Cell phone,Main RDD Else,31062860,California,West,Pacific, ,State,Yes,Yes - Democratic/Independent,1.524,5.3353,.2328,.4363,Only know someone who has gotten vaccine,65+,Got vaccine/ASAP,No,No,Know someone vaccinated,Know close family or friend vaccinated,English,Pacific,sex = rsex,CPO,CPO HH,Large central metro,Urban (CDC=1),CELL RDD,Manual,93,1,CALIFORNIA,1,Urban,Urban
